place_id,name,lat,lng,rating,review_count,phone,website,google_category,address_street,city_field,province_en,google_maps_url,dbd_reg_no,dbd_legal_name,dbd_capital_thb,dbd_registered_date,dbd_tsic_code,dbd_purpose,dbd_address,dbd_match_score,dbd_is_dissolved,yp_biz_id,yp_sub_category,yp_description,yp_website,yp_match_score,yp_category_file,is_halal_certified,halal_brand_matched,halal_match_score,estate_name,years_in_business,trust_score,data_sources,source_gongdan,source_supplier,source_discovered,hex_id,discovered_query,estate_slug,b2b_score,is_consumer,reviews_scraped_count,avg_scraped_rating,top_review_text,reviews_concat,reviews_json,photos_count,top_photo_url,photo_urls_concat,photo_urls_json
ChIJO5HzZVdYHTERKCJBMDdwM10,Nestle (Thai) Ltd. - Bangpoo Factory,,,4.4,47.0,+66 2 648 7800,http://www.nestle.co.th/,Food manufacturer,234-5 หมู่ 4 นิคมอุตสาหกรรมบางปู ถนนสุขุมวิท เขต,อำเภอเมือง,Samut Prakan,https://www.google.com/maps/search/?api=1&query=Nestle%20(Thai)%20Ltd.%20-%20Bangpoo%20Factory&query_place_id=ChIJO5HzZVdYHTERKCJBMDdwM10,,,,,,,,,,,,,,,,,,,บางปู ถนนสุขุมวิท เขต,0,17.033,gongdan,True,,,,,,15.22,False,,,,,,,,,
ChIJi_qKYjO4AjER6oV0UZyAyro,"whale logistics (Thailand) Co.,Ltd",,,4.6,82.0,+66 38 350 420,http://www.whale-logistics.co.th/,Logistics service,"919, 229 หมู่ที่ 12 Thung Sukhla Alley",Si Racha District,Chon Buri,https://www.google.com/maps/search/?api=1&query=whale%20logistics%20(Thailand)%20Co.%2CLtd&query_place_id=ChIJi_qKYjO4AjER6oV0UZyAyro,,,,,,,,,,,,,,,,,,,,0,20.327,gongdan,True,,,,,,15.2,False,,,,,,,,,
ChIJ23s1beN-HTERmT0NTe8e6Vc,Bangkok Glass Public Company Limited,,,4.4,101.0,+66 2 834 7000,http://www.bgiglass.com/,Manufacturer,47 1 Rangsit - Nakhon Nayok Rd,Thanyaburi District,Pathum Thani,https://www.google.com/maps/search/?api=1&query=Bangkok%20Glass%20Public%20Company%20Limited&query_place_id=ChIJ23s1beN-HTERmT0NTe8e6Vc,,,,,,,,,,,,,,,,,,,,0,20.35,gongdan,True,,,,,,15.16,False,,,,,,,,,
ChIJ7WhDlFh_4jARlPBK-2PgCT0,"THAI ENGINEERING PRODUCTS CO.,LTD",,,4.6,22.0,+66 2 909 1724,,Manufacturer,"หมู่ที่ 20หมู่บ้านนิคมอุตสาหกรรมนวนคร 101/90 ถนนพหลโยธิน, ตำบลคลองหนึ่ง, อำเภอคลองหลวง, จังหวัดปทุมธานี 12120, Thailand",Khlong Luang District,Pathum Thani,https://www.google.com/maps/search/?api=1&query=THAI%20ENGINEERING%20PRODUCTS%20CO.%2CLTD&query_place_id=ChIJ7WhDlFh_4jARlPBK-2PgCT0,,,,,,,,,,28963792041002,Automobile Parts & Supplies-Wholesale & Manufacturers,อะไหล่รถยนต์,,91.8032786885246,yp_Automobile_Manufacturers,,,,นวนคร 101/90 ถนนพหลโยธิน,0,14.423,"gongdan,yp",True,,,,,101-90,15.15,False,,,,,,,,,
ChIJE2LAiJa5AjERjMh7iGGIHOQ,"STB Textiles Industry Co.,LTD.",,,4.2,30.0,+66 38 493 780,,Manufacturer,Industrial Estate 199 3,Si Racha District,Chon Buri,https://www.google.com/maps/search/?api=1&query=STB%20Textiles%20Industry%20Co.%2CLTD.&query_place_id=ChIJE2LAiJa5AjERjMh7iGGIHOQ,,,,,,,,,,277159312041001,Automobile Parts & Supplies-Wholesale & Manufacturers,"ผลิตชุดไส้กรองอากาศใช้สำหรับรถยนต์,ผลิตผ้าหุ้มเบาะรถยนต์,ผลิตถุงลมนิรภัย",,97.5609756097561,yp_Automobile_Manufacturers,,,,unknown_en,0,14.423,"gongdan,yp",True,,,,,unknown-en,15.15,False,,,,,,,,,
ChIJpfkWP_RDHTERkZZgk7JiJGg,Shopee Distribution Centre,,,3.7,93.0,+66 2 017 8399,http://www.shopee.co.th/,Warehouse,"WHA, 333/15-19 M3",Bang Sao Thong District,Samut Prakan,https://www.google.com/maps/search/?api=1&query=Shopee%20Distribution%20Centre&query_place_id=ChIJpfkWP_RDHTERkZZgk7JiJGg,,,,,,,,,,,,,,,,,,,WHA,0,16.81,gongdan,True,,,,,wha,15.09,False,,,,,,,,,
ChIJc6-srt42HTERHxMNuF8m5NU,Toyoda Gosei (Thailand) Factory 3,,,4.5,85.0,,,Car factory,700 671 Bangna - Trad Road,Chon Buri District,Chon Buri,https://www.google.com/maps/search/?api=1&query=Toyoda%20Gosei%20(Thailand)%20Factory%203&query_place_id=ChIJc6-srt42HTERHxMNuF8m5NU,,,,,,,,,,,,,,,,,,,,0,20.045,gongdan,True,,,,,,15.03,False,,,,,,,,,
ChIJDWpVF2nGAjERZwnaSpomTBU,Univance(Thailand)new Factory,,,4.7,34.0,+66 38 109 430,https://www.facebook.com/profile.php?id=61564215301559,Auto parts manufacturer,221 14 หมู่ 6 ซอย นิคมอุตสาหกรรมปิ่นทอง,Si Racha District,Chon Buri,https://www.google.com/maps/search/?api=1&query=Univance(Thailand)new%20Factory&query_place_id=ChIJDWpVF2nGAjERZwnaSpomTBU,,,,,,,,,,,,,,,,,,,ปิ่นทอง,0,16.71,gongdan,True,,,,,,15.03,False,,,,,,,,,
ChIJ5WIqrxo3HTERzTSNyf48Ktw,"Cobra International Co., Ltd.",,,4.1,55.0,+66 38 454 219,http://www.cobrainter.com/,Manufacturer,700/478 Amata City Chonburi Industrial Estate Donhuaror,Muang District,Chon Buri,https://www.google.com/maps/search/?api=1&query=Cobra%20International%20Co.%2C%20Ltd.&query_place_id=ChIJ5WIqrxo3HTERzTSNyf48Ktw,,,,,,,,,,,,,,,,,,,unknown_en,0,16.504,gongdan,True,,,,,unknown-en,14.9,False,,,,,,,,,
ChIJJ4GmjJ9nHTERRgPUqr2rSnk,THAI Domestic Cargo Terminal,,,4.3,272.0,+66 2 137 4523,http://thaicargo.com/,Warehouse,"Thai Airways International Public Company Limited 6th floor, Operation Center Building Suvarnabhumi Airport 333",Bang Phli District,Samut Prakan,https://www.google.com/maps/search/?api=1&query=THAI%20Domestic%20Cargo%20Terminal&query_place_id=ChIJJ4GmjJ9nHTERRgPUqr2rSnk,,,,,,,,,,,,,,,,,,,,0,24.121,gongdan,True,,,,,,14.88,False,,,,,,,,,
ChIJ5byu8G644jARZUUoDtkUAGc,Thai Union Group PCL.,,,4.3,232.0,+66 34 816 500,http://thaiunion.com/,Food manufacturer,72/1 Sethakit 1 Road,Amphur Muangsamutsakorn,Samut Sakhon,https://www.google.com/maps/search/?api=1&query=Thai%20Union%20Group%20PCL.&query_place_id=ChIJ5byu8G644jARZUUoDtkUAGc,,,,,,,,,,,,,,,,,,,,0,23.439,gongdan,True,,,,,,14.88,False,,,,,,,,,
ChIJbY5ItyldHTERbtzE_JqSbNg,DHL Express Service Point (Bang Na-Trat km. 16.5),,,4.3,152.0,+66 2 345 5924,https://shipnow.dhl.com/th/th,Logistics service,"2, 31-34 Bangna-trat Rd",Bang Phli District,Samut Prakan,https://www.google.com/maps/search/?api=1&query=DHL%20Express%20Service%20Point%20(Bang%20Na-Trat%20km.%2016.5)&query_place_id=ChIJbY5ItyldHTERbtzE_JqSbNg,,,,,,,,,,,,,,,,,,,,0,21.631,gongdan,True,,,,,,14.88,False,,,,,,,,,
ChIJW26VTF-h4jARhtHjvD-AXhE,PEN K Service center,,,4.3,112.0,+66 2 493 6565,,Warehouse,66 บางจาก คลังสินค้าบริษัท เพ็นเค อินเตอร์เทรดดิ้ง จำกัด 3 Suk Sawat 76,Phra Pradaeng District,Samut Prakan,https://www.google.com/maps/search/?api=1&query=PEN%20K%20Service%20center&query_place_id=ChIJW26VTF-h4jARhtHjvD-AXhE,,,,,,,,,,,,,,,,,,,,0,20.328,gongdan,True,,,,,,14.88,False,,,,,,,,,
ChIJa5ZUt5C5AjER8xexUyYEo5E,"MMTh Engine Co., Ltd.",,,4.3,110.0,+66 38 498 500,https://www.mitsubishi-motors.co.th/en/about-us,Car factory,199/9 หมู่ 3,Si Racha District,Chon Buri,https://www.google.com/maps/search/?api=1&query=MMTh%20Engine%20Co.%2C%20Ltd.&query_place_id=ChIJa5ZUt5C5AjER8xexUyYEo5E,,,,,,,,,,,,,,,,,,,,0,20.251,gongdan,True,,,,,,14.88,False,,,,,,,,,
ChIJg9rDEeDPAjER7hZpjl367F8,โรงงาน MG,,,4.3,104.0,+66 33 009 000,https://drivetripper.com/mg-New-assemblyplant-thailand,Car factory,SAIC Motor-CP (475/8 Moo 7 T. Khlongkio A,Ban Bueng District,Chon Buri,https://www.google.com/maps/search/?api=1&query=%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%87%E0%B8%B2%E0%B8%99%20MG&query_place_id=ChIJg9rDEeDPAjER7hZpjl367F8,,,,,,,,,,,,,,,,,,,,0,20.012,gongdan,True,,,,,,14.88,False,,,,,,,,,
ChIJ6eMXHVtYHTEROwD5s0aVwTU,"Ampas Auto Mirror Co.,Ltd. (AAM) บริษัท แอมพาส ออโต้ มิลเล่อร์ จำกัด",,,4.7,32.0,+66 2 323 3322,http://www.ampasautomirror.com/,Auto parts manufacturer,230 Moo4 Bangpoo Industrial Estate,Mueang Samut Prakan District,Samut Prakan,https://www.google.com/maps/search/?api=1&query=Ampas%20Auto%20Mirror%20Co.%2CLtd.%20(AAM)%20%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%A9%E0%B8%B1%E0%B8%97%20%E0%B9%81%E0%B8%AD%E0%B8%A1%E0%B8%9E%E0%B8%B2%E0%B8%AA%20%E0%B8%AD%E0%B8%AD%E0%B9%82%E0%B8%95%E0%B9%89%20%E0%B8%A1%E0%B8%B4%E0%B8%A5%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%AD%E0%B8%A3%E0%B9%8C%20%E0%B8%88%E0%B8%B3%E0%B8%81%E0%B8%B1%E0%B8%94&query_place_id=ChIJ6eMXHVtYHTEROwD5s0aVwTU,,,,,,,,,,,,,,,,,,,unknown_en,0,16.434,gongdan,True,,,,,unknown-en,14.86,False,,,,,,,,,
ChIJ96NjiERZHTERFfmNu7KyhfQ,V-SERVE LOGISTICS PARK DISTRIBUTION CENTER,,,4.5,37.0,+66 2 182 2041,https://www.v-servelogistics.com/media/vserve2017/warehousebangpoo_th_2017.php,Warehouse,"499/3-12, Tamru - Bang Phli Rd",Mueang Samut Prakan District,Samut Prakan,https://www.google.com/maps/search/?api=1&query=V-SERVE%20LOGISTICS%20PARK%20DISTRIBUTION%20CENTER&query_place_id=ChIJ96NjiERZHTERFfmNu7KyhfQ,,,,,,,,,,,,,,,,,,,Bang Plee,0,16.369,gongdan,True,,,,,bang-plee,14.82,False,,,,,,,,,
ChIJj8TZ8jBAHTERgr9ES-FTNZY,Asia Suvarnabhumi Industrial Area,,,4.3,95.0,+66 2 362 7688,http://www.asiaindustrialestate.com/,Industrial real estate agency,88 หมู่ที่ 3 ถนน หลวงแพ่ง,Bang Bo District,Samut Prakan,https://www.google.com/maps/search/?api=1&query=Asia%20Suvarnabhumi%20Industrial%20Area&query_place_id=ChIJj8TZ8jBAHTERgr9ES-FTNZY,,,,,,,,,,,,,,,,,,,,0,19.627,gongdan,True,,,,,,14.78,False,,,,,,,,,
ChIJjR6_dVXbAjERS9TSc2Vhbfw,FTS Automotive (Thailand) Company Limited factory2,,,4.6,33.0,+66 33 211 200,,Auto parts manufacturer,64/87 นิคมอุตสาหกรรมอีสเทิร์นซีบอร์ด หมู่ที่ 4,Pluak Daeng District,Rayong,https://www.google.com/maps/search/?api=1&query=FTS%20Automotive%20(Thailand)%20Company%20Limited%20factory2&query_place_id=ChIJjR6_dVXbAjERS9TSc2Vhbfw,,,,,,,,,,,,,,,,,,,อีสเทิร์นซีบอร์ด หมู่ที่ 4,0,16.221,gongdan,True,,,,,4,14.73,False,,,,,,,,,
ChIJ8-7bG9mVAjER4y-ppYm3GQs,RCA AIRCON EXPRESS,,,4.3,93.0,+66 92 293 4488,https://www.rca-airconditioningservice.com/,Air conditioning system supplier,,Bang Lamung District,Chon Buri,https://www.google.com/maps/search/?api=1&query=RCA%20AIRCON%20EXPRESS&query_place_id=ChIJ8-7bG9mVAjER4y-ppYm3GQs,,,,,,,,,,,,,,,,,,,,0,19.536,gongdan,True,,,,,,14.72,False,,,,,,,,,
ChIJaZEO1zZbHTERMsGnIysW5F0,"Thai Koito Co., Ltd.",,,3.9,32.0,+66 2 706 7900,,Manufacturer,"370 Moo 17, Bangplee Industrial Estate",Bang Sao Thong District,Samut Prakan,https://www.google.com/maps/search/?api=1&query=Thai%20Koito%20Co.%2C%20Ltd.&query_place_id=ChIJaZEO1zZbHTERMsGnIysW5F0,,,,,,,,,,72247862041001,Automobile Parts & Supplies-Wholesale & Manufacturers,ชิ้นส่วนอะไหล่รถยนต์,,86.95652173913044,yp_Automobile_Manufacturers,,,,unknown_en,0,13.636,"gongdan,yp",True,,,,,unknown-en,14.68,False,,,,,,,,,
